# Constructed from biom file
#OTU ID	AC1-1_S10_L001_R1_001	AC1-2_S11_L001_R1_001	AC1-3_S12_L001_R1_001	AC2-1_S30_L001_R1_001	AC2-2_S31_L001_R1_001	AC2-3_S32_L001_R1_001	AN1-1_S1_L001_R1_001	AN1-2_S40_L001_R1_001	AN1-3_S41_L001_R1_001	AN2-1_S2_L001_R1_001	AN2-2_S3_L001_R1_001	AN2-3_S42_L001_R1_001	KL1-1_S7_L001_R1_001	KL1-2_S8_L001_R1_001	KL1-3_S9_L001_R1_001	KL2-1_S27_L001_R1_001	KL2-2_S28_L001_R1_001	KL2-3_S29_L001_R1_001	LS1-1_S4_L001_R1_001	LS1-2_S5_L001_R1_001	LS1-3_S6_L001_R1_001	LS2-1_S34_L001_R1_001	LS2-2_S35_L001_R1_001	LS2-3_S36_L001_R1_001	MJ1-1_S33_L001_R1_001	MJ1-2_S25_L001_R1_001	MJ1-3_S26_L001_R1_001	MJ2-1_S37_L001_R1_001	MJ2-2_S38_L001_R1_001	MJ2-3_S39_L001_R1_001	NS1-1_S16_L001_R1_001	NS1-2_S17_L001_R1_001	NS1-3_S18_L001_R1_001	NS2-1_S22_L001_R1_001	NS2-2_S23_L001_R1_001	NS2-3_S24_L001_R1_001	RF1-1_S13_L001_R1_001	RF1-2_S14_L001_R1_001	RF1-3_S15_L001_R1_001	RF2-1_S19_L001_R1_001	RF2-2_S20_L001_R1_001	RF2-3_S21_L001_R1_001
k__Thermotogati;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;__	0.0	57.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	45.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	0.0	8.0	9.0	6.0	27.0	10.0	27.0	9.0	12.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter	0.0	0.0	0.0	71.0	0.0	0.0	0.0	18.0	27.0	89.0	43.0	42.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	19.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Tianweitania	30.0	24.0	13.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	46.0	0.0	0.0	0.0	18.0	47.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Humibacter	20.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	41.0	222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Bogoriellaceae;g__Georgenia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Salinicoccaceae;g__Phocicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	170.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Campylobacterota;c__Epsilonproteobacteria;o__Nautiliales;f__Nitratiruptoraceae;g__Nitratiruptor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	9.0	31.0	35.0	79.0	0.0	0.0	0.0	0.0	8.0	10.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes	28.0	13.0	0.0	0.0	0.0	7.0	0.0	9.0	0.0	22.0	0.0	0.0	27.0	75.0	0.0	0.0	20.0	18.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	38.0	0.0	0.0	0.0	0.0	11.0	0.0	23.0	25.0	19.0	169.0	0.0	0.0	51.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;__;__	63.0	40.0	132.0	28.0	11.0	105.0	4.0	42.0	10.0	18.0	12.0	37.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	25.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Kineosporiales;f__Kineosporiaceae;__	0.0	0.0	114.0	0.0	25.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Thermoactinomyces	0.0	0.0	0.0	63.0	0.0	26.0	19.0	24.0	0.0	0.0	30.0	36.0	14.0	12.0	0.0	81.0	36.0	32.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;__	11.0	6.0	0.0	78.0	17.0	32.0	18.0	25.0	20.0	108.0	119.0	259.0	498.0	198.0	0.0	4.0	0.0	6.0	28.0	4.0	20.0	0.0	0.0	0.0	27.0	68.0	41.0	0.0	13.0	0.0	19.0	18.0	0.0	2.0	4.0	14.0	38.0	0.0	15.0	0.0	43.0	13.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ectobacillus	0.0	0.0	0.0	0.0	0.0	0.0	20.0	56.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0
k__Pseudomonadati;p__Acidobacteriota;c__Holophagae;__;__;__	0.0	0.0	0.0	44.0	0.0	0.0	0.0	17.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Paractinoplanes	95.0	0.0	28.0	0.0	34.0	24.0	26.0	0.0	0.0	0.0	28.0	0.0	17.0	25.0	0.0	22.0	97.0	37.0	16.0	9.0	56.0	0.0	0.0	0.0	61.0	28.0	29.0	54.0	119.0	22.0	0.0	0.0	81.0	47.0	41.0	13.0	23.0	13.0	0.0	13.0	0.0	26.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Frigidibacter	0.0	0.0	0.0	42.0	0.0	0.0	0.0	19.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	34.0	24.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermomicrobiota;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__Nitrolancea	62.0	132.0	79.0	0.0	43.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	139.0	62.0	63.0	0.0	0.0	103.0	28.0	57.0	11.0	23.0	36.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	7.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Pimelobacter	9.0	13.0	4.0	0.0	19.0	18.0	62.0	54.0	66.0	23.0	50.0	0.0	0.0	17.0	0.0	0.0	20.0	10.0	0.0	0.0	0.0	8.0	14.0	0.0	0.0	15.0	31.0	0.0	17.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	21.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;__	0.0	13.0	0.0	14.0	4.0	14.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	35.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus	0.0	0.0	0.0	8.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	13.0	0.0	0.0
k__Pseudomonadati;p__Acidobacteriota;__;__;__;__	0.0	0.0	0.0	14.0	12.0	11.0	15.0	16.0	39.0	18.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	34.0	20.0	0.0	0.0	0.0	16.0	15.0	0.0	7.0	0.0	0.0	34.0	61.0	0.0	17.0	0.0	63.0	21.0	0.0	0.0	83.0	15.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;__	32.0	0.0	64.0	32.0	34.0	74.0	34.0	37.0	52.0	35.0	0.0	0.0	0.0	29.0	0.0	0.0	39.0	0.0	52.0	0.0	0.0	0.0	13.0	0.0	31.0	51.0	34.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	31.0	28.0	24.0	0.0	0.0	18.0	42.0	29.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus	0.0	0.0	0.0	10.0	0.0	0.0	41.0	70.0	76.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	32.0	8.0	10.0	0.0	13.0	18.0	0.0	0.0	14.0	24.0	4.0
k__Bacillati;p__Chloroflexota;c__Tepidiformia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma	110.0	5.0	6.0	30.0	11.0	33.0	0.0	11.0	0.0	0.0	10.0	0.0	0.0	14.0	0.0	30.0	31.0	13.0	0.0	2.0	0.0	22.0	6.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	8.0
k__Pseudomonadati;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	6.0	23.0	5.0	0.0	0.0	20.0	0.0	0.0	0.0	22.0	0.0	0.0	13.0	4.0	0.0	0.0	23.0	31.0	25.0	0.0	0.0	26.0	0.0	17.0	0.0	31.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Dongiaceae;g__Dongia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	31.0	34.0	0.0	0.0	0.0	0.0	9.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	21.0	117.0	49.0	34.0	48.0	8.0	9.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Derxia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;__	7.0	3.0	0.0	37.0	21.0	61.0	58.0	151.0	104.0	102.0	166.0	156.0	176.0	122.0	0.0	142.0	50.0	29.0	105.0	302.0	107.0	0.0	0.0	3.0	87.0	168.0	318.0	76.0	129.0	73.0	189.0	109.0	174.0	169.0	66.0	123.0	138.0	0.0	18.0	50.0	151.0	89.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus	0.0	0.0	7.0	23.0	0.0	38.0	275.0	108.0	135.0	102.0	183.0	163.0	88.0	97.0	0.0	121.0	58.0	39.0	39.0	143.0	19.0	0.0	0.0	0.0	108.0	199.0	222.0	42.0	64.0	57.0	137.0	160.0	96.0	36.0	150.0	142.0	96.0	0.0	20.0	77.0	90.0	118.0
k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina	0.0	0.0	0.0	31.0	0.0	23.0	5.0	0.0	0.0	24.0	9.0	6.0	46.0	28.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter	0.0	57.0	16.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;__;__	78.0	0.0	29.0	0.0	9.0	11.0	7.0	3.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	25.0	89.0	35.0	0.0	8.0	21.0	63.0	0.0	36.0	19.0	6.0	0.0	71.0	39.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	84.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Novimethylophilus	0.0	0.0	0.0	18.0	19.0	0.0	0.0	7.0	0.0	10.0	10.0	35.0	56.0	7.0	0.0	0.0	41.0	58.0	0.0	11.0	0.0	0.0	0.0	23.0	0.0	8.0	0.0	0.0	0.0	0.0	48.0	10.0	0.0	12.0	51.0	32.0	0.0	0.0	0.0	4.0	0.0	8.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Intrasporangiaceae;g__Pedococcus	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	40.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	15.0	14.0
k__Pseudomonadati;p__Acidobacteriota;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae;g__Sulfidibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	31.0	26.0	0.0	0.0	0.0	17.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	25.0	29.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermatophilaceae;g__Agilicoccus	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	53.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Reyranellaceae;g__Reyranella	0.0	0.0	0.0	34.0	0.0	11.0	21.0	18.0	0.0	58.0	40.0	72.0	25.0	29.0	0.0	0.0	0.0	25.0	13.0	32.0	11.0	0.0	0.0	0.0	21.0	105.0	72.0	60.0	82.0	71.0	17.0	0.0	15.0	15.0	25.0	22.0	28.0	0.0	0.0	17.0	0.0	13.0
k__Pseudomonadati;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.0	0.0	0.0	5.0	0.0	0.0	16.0	18.0	11.0	64.0	44.0	20.0	0.0	8.0	0.0	0.0	0.0	0.0	6.0	18.0	41.0	0.0	0.0	0.0	14.0	45.0	41.0	71.0	2.0	0.0	10.0	0.0	0.0	0.0	29.0	0.0	29.0	0.0	0.0	0.0	0.0	43.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Seinonella	0.0	9.0	0.0	0.0	0.0	29.0	0.0	10.0	21.0	93.0	119.0	46.0	0.0	0.0	0.0	0.0	15.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	23.0	65.0	15.0	9.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0
k__Pseudomonadati;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Brevifollis	0.0	0.0	0.0	0.0	0.0	0.0	16.0	23.0	8.0	31.0	49.0	66.0	35.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	30.0	19.0	0.0	0.0	0.0	7.0	0.0	15.0
k__Bacillati;p__Chloroflexota;c__Chloroflexia;o__Kallotenuales;f__Kallotenuaceae;g__Kallotenue	40.0	120.0	14.0	9.0	59.0	33.0	2.0	3.0	7.0	0.0	0.0	0.0	12.0	23.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	24.0	0.0	22.0	0.0	3.0	4.0	10.0	10.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	25.0	27.0	12.0	13.0	41.0	3.0
k__Bacillati;p__Bacillota;c__Bacillota;o__Bacillota;f__Bacillota;g__Capillibacterium	0.0	0.0	0.0	53.0	0.0	0.0	8.0	0.0	13.0	23.0	18.0	0.0	45.0	14.0	0.0	49.0	34.0	64.0	0.0	0.0	0.0	9.0	5.0	0.0	12.0	0.0	11.0	0.0	0.0	0.0	18.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	10.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Acidothermales;f__Acidothermaceae;g__Acidothermus	53.0	0.0	0.0	0.0	8.0	0.0	0.0	10.0	0.0	12.0	12.0	16.0	0.0	0.0	0.0	315.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	4.0	15.0	0.0	31.0	0.0	25.0	44.0	4.0	0.0	14.0	15.0	0.0	30.0	0.0	30.0	12.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;__	0.0	6.0	0.0	0.0	4.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	44.0	9.0	7.0	0.0	0.0	96.0	54.0	65.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;__;__	0.0	0.0	0.0	82.0	0.0	31.0	32.0	36.0	24.0	67.0	50.0	62.0	0.0	20.0	0.0	20.0	0.0	9.0	0.0	23.0	0.0	0.0	0.0	6.0	54.0	0.0	37.0	0.0	21.0	0.0	0.0	77.0	31.0	13.0	40.0	17.0	68.0	0.0	0.0	29.0	48.0	13.0
k__Pseudomonadati;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Ohtaekwangia	0.0	0.0	0.0	41.0	0.0	0.0	13.0	23.0	0.0	65.0	74.0	50.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	26.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	20.0	138.0	0.0	0.0	0.0	13.0	6.0	0.0	0.0	0.0	0.0	14.0	15.0	36.0	13.0	6.0	0.0	18.0	0.0	0.0	43.0	8.0	12.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	27.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	37.0	0.0	26.0	18.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Intrasporangiaceae;g__Nostocoides	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcota;o__Polyangiales;f__Labilitrichaceae;g__Labilithrix	84.0	0.0	0.0	0.0	17.0	0.0	26.0	36.0	19.0	0.0	31.0	39.0	66.0	51.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	55.0	37.0	17.0	27.0	0.0	4.0	0.0	34.0	29.0	0.0	33.0	0.0	25.0	14.0	0.0	0.0	0.0	23.0
k__Pseudomonadati;p__Verrucomicrobiota;c__Opitutia;o__Opitutales;f__Opitutaceae;g__Horticoccus	12.0	0.0	0.0	11.0	4.0	7.0	0.0	23.0	10.0	58.0	42.0	0.0	0.0	23.0	0.0	6.0	0.0	0.0	40.0	0.0	17.0	0.0	0.0	0.0	35.0	65.0	41.0	0.0	30.0	19.0	20.0	0.0	13.0	11.0	20.0	24.0	0.0	0.0	6.0	8.0	14.0	22.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Sabulicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	45.0	35.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Botrimarina	0.0	0.0	0.0	0.0	0.0	0.0	26.0	15.0	17.0	42.0	20.0	11.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia	0.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	6.0	68.0	54.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Virgisporangium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	15.0	12.0	0.0	0.0	0.0	0.0	12.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	27.0	20.0	17.0	16.0	27.0	0.0	0.0	0.0	16.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus	4.0	4.0	0.0	0.0	0.0	0.0	8.0	19.0	23.0	15.0	16.0	18.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	18.0	10.0	0.0	0.0	0.0	13.0	7.0	8.0	3.0	21.0	11.0	13.0	0.0	22.0	0.0	0.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__Thermostilla	0.0	0.0	0.0	35.0	11.0	0.0	54.0	50.0	75.0	29.0	155.0	35.0	21.0	23.0	0.0	47.0	2.0	51.0	15.0	52.0	0.0	0.0	0.0	0.0	26.0	83.0	42.0	56.0	59.0	30.0	0.0	0.0	0.0	41.0	38.0	5.0	0.0	0.0	0.0	18.0	8.0	44.0
